,l2_noise,l2_restore,ssim_noise,ssim_restore,csim_noise,csim_restore
A.png,0.004939343902828495,0.0043345624219589315,0.02969062088988461,0.6196338033958942,0.6345745647559932,0.9562804157108287
forest.png,0.008973497193532463,0.009034328086864038,0.15841396548264905,0.3253377124443168,0.6331401045757598,0.8806830950492077
mona_lisa.png,0.008366058878040261,0.008063308037132535,0.14246765058239766,0.4568087895121822,0.6277092730517254,0.9207763737537176
potala_palace.png,0.013765668775529153,0.010728929095719512,0.17872487067424447,0.8419100781173681,0.6280833114779971,0.9159925543727534
the_school_of_athens.png,0.008557454073687593,0.007491377089440199,0.12135167611949893,0.7880469143094381,0.6335390244325755,0.8536834067359729
xihu.png,0.0085529425347705,0.0052657478028139085,0.09397855567163471,0.807188050679633,0.6533790470632802,0.9114380934681912
