,l2_noise,l2_restore,ssim_noise,ssim_restore,csim_noise,csim_restore
A.png,0.004939343902828495,0.005997607159700171,0.02969062088988461,0.1244818262178664,0.6345745647559932,0.8814419763389347
forest.png,0.008973497193532463,0.011724030376932062,0.15841396548264905,0.10178219576999505,0.6331401045757598,0.8878383958719593
mona_lisa.png,0.008366058878040261,0.010648831767721167,0.14246765058239766,0.10537334628935972,0.6277092730517254,0.8222277912197822
potala_palace.png,0.013765668775529153,0.017536271680095878,0.17872487067424447,0.14172659178507355,0.6280833114779971,0.8660287464404444
the_school_of_athens.png,0.008557454073687593,0.011058885982375652,0.12135167611949893,0.12241883955024173,0.6335390244325755,0.8501952395284629
xihu.png,0.0085529425347705,0.011996403460523256,0.09397855567163471,0.15384609734404975,0.6533790470632802,0.8064458725891206
