,l2_noise,l2_restore,ssim_noise,ssim_restore,csim_noise,csim_restore
A.png,0.004939343902828495,0.0061756672104461546,0.02969062088988461,0.21552727384514814,0.6345745647559932,0.8653623597186335
forest.png,0.008973497193532463,0.011112415149814186,0.15841396548264905,0.15930205220897722,0.6331401045757598,0.8607024451308665
mona_lisa.png,0.008366058878040261,0.01074227494089218,0.14246765058239766,0.21408707461630147,0.6277092730517254,0.8826750592438042
potala_palace.png,0.013765668775529153,0.017777877999575566,0.17872487067424447,0.22082849353346964,0.6280833114779971,0.8736951577401846
the_school_of_athens.png,0.008557454073687593,0.011036276646413348,0.12135167611949893,0.18094831725758573,0.6335390244325755,0.8406789184012007
xihu.png,0.0085529425347705,0.011979870510723549,0.09397855567163471,0.28322944452002985,0.6533790470632802,0.8255375039968214
