,l2_noise,l2_restore,ssim_noise,ssim_restore,csim_noise,csim_restore
A.png,0.004939343902828495,0.002209233038034896,0.02969062088988461,0.9279547711546897,0.6345745647559932,0.8758517060737265
forest.png,0.008973497193532463,0.007959701504545074,0.15841396548264905,0.8357879265472962,0.6331401045757598,0.8343322206602508
mona_lisa.png,0.008366058878040261,0.005282523583617137,0.14246765058239766,0.8505348402813887,0.6277092730517254,0.8697345736956765
potala_palace.png,0.013765668775529153,0.013128663648330145,0.17872487067424447,0.7918795958449797,0.6280833114779971,0.8844293399026515
the_school_of_athens.png,0.008557454073687593,0.00721314972273553,0.12135167611949893,0.8671445862626896,0.6335390244325755,0.8221139607132888
xihu.png,0.0085529425347705,0.004525794981663374,0.09397855567163471,0.9280168769253639,0.6533790470632802,0.8748186332927739
